,Unnamed: 0.1,Unnamed: 0,PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
874,874,874,875,1,2,"Abelson, Mrs. Samuel (Hannah Wizosky)",1,-0.10463740114712752,0.4327933656785018,-0.4736736092984604,P/PP 3381,-0.16518916106092355,,C
875,875,875,876,1,3,"Najib, Miss. Adele Kiamie ""Jane""",1,-1.1036853643239128,-0.47454519624983954,-0.4736736092984604,2667,-0.5029485386158568,,C
876,876,876,877,0,3,"Gustafsson, Mr. Alfred Ossian",0,-0.719436147717457,-0.47454519624983954,-0.4736736092984604,7534,-0.45017955043725955,,S
877,877,877,878,0,3,"Petroff, Mr. Nedelio",0,-0.7962859910387481,-0.47454519624983954,-0.4736736092984604,349212,-0.4894421904510968,,S
878,878,878,879,0,3,"Laleff, Mr. Kristo",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,349217,-0.4894421904510968,,S
879,879,879,880,1,1,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",1,2.0471582118490255,-0.47454519624983954,0.7676298785983874,11767,1.0259447039291216,C50,C
880,880,880,881,1,2,"Shelley, Mrs. William (Imanita Parrish Hall)",1,-0.33518693111100106,-0.47454519624983954,0.7676298785983874,230433,-0.12491978668775715,,S
881,881,881,882,0,3,"Markun, Mr. Johann",0,0.27961181545932834,-0.47454519624983954,-0.4736736092984604,349257,-0.4894421904510968,,S
882,882,882,883,0,3,"Dahlberg, Miss. Gerda Ulrika",1,-0.5657364610748746,-0.47454519624983954,-0.4736736092984604,7552,-0.4366711888037809,,S
883,883,883,884,0,2,"Banfield, Mr. Frederick James",0,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,C.A./SOTON 34068,-0.43700743807979686,,S
884,884,884,885,0,3,"Sutehall, Mr. Henry Jr",0,-0.33518693111100106,-0.47454519624983954,-0.4736736092984604,SOTON/OQ 392076,-0.5064721088735089,,S
885,885,885,886,0,3,"Rice, Mrs. William (Margaret Norton)",1,0.7407108753870755,-0.47454519624983954,5.73284383018578,382652,-0.06199888922968463,,Q
886,886,886,887,0,2,"Montvila, Rev. Juozas",0,-0.1814872444684187,-0.47454519624983954,-0.4736736092984604,211536,-0.3866707201133388,,S
887,887,887,888,1,1,"Graham, Miss. Margaret Edith",1,-0.7962859910387481,-0.47454519624983954,-0.4736736092984604,112053,-0.04438103794142432,B42,S
888,888,888,889,0,3,"Johnston, Miss. Catherine Helen ""Carrie""",1,-0.10463740114712752,0.4327933656785018,2.0089333664952354,W./C. 6607,-0.17626323901354432,,S
889,889,889,890,1,1,"Behr, Mr. Karl Howell",0,-0.2583370877897099,-0.47454519624983954,-0.4736736092984604,111369,-0.04438103794142432,C148,C
890,890,890,891,0,3,"Dooley, Mr. Patrick",0,0.20276197213803718,-0.47454519624983954,-0.4736736092984604,370376,-0.49237782784290063,,Q
